0.024792553393031103, 1.0832275043350667e+47
0.011629008424164144, 1.655107376567944e+47
0.012045796127663877, 2.5291265437970126e+47
0.032763618222463986, 3.6014803435308824e+47
0.033076209000088674, 4.949819221478267e+47
0.04031789534839714, 7.836065067089681e+47
0.04731645553633035, 9.686997130685552e+47
0.05445394495876377, 1.3793096366943259e+48
0.06834686840875559, 1.8958673583760595e+48
0.06855526226050523, 2.3435819365008977e+48
0.08248291801912178, 3.3371189428797905e+48
0.09648003839498864, 5.099809591111289e+48
0.11718049433547684, 7.134963698050285e+48
0.1380198795104639, 1.1497701674852064e+49
0.1655973325586979, 1.757240487333286e+49
0.1931747856069319, 2.6856620719923613e+49
0.23426310671028228, 3.824887709929689e+49
0.27538616012225825, 5.643277142202023e+49
0.33012427851522563, 8.626354938671698e+49
0.3848276645995683, 1.2728519805973398e+50
0.4394615860666611, 1.749998799910214e+50
0.5212909051871124, 2.4929797112703194e+50
0.6031896889248141, 3.811452117541186e+50
0.6986340730262577, 5.625416939895963e+50
0.8484345201257941, 8.604306845087443e+50
0.9710048372633469, 1.2260566925320187e+51
1.1343161524180005, 1.7475068398314482e+51
1.2703973376106696, 2.320388507223562e+51
1.4608693181100572, 3.307842457983504e+51
1.610461371357844, 4.0929251047934506e+51
1.7601228892228802, 5.4351747128243085e+51
1.923260542834409, 6.492246691104391e+51
2.1000132614269287, 8.034516993916683e+51
2.290346312691817, 9.944029944560494e+51
2.467099031284338, 1.2306291085189494e+52
2.7117186809300673, 1.4707404155399865e+52
2.8884366672139636, 1.7569338950579874e+52
3.0651199211892335, 2.025953394234816e+52
3.24183790747313, 2.4201865608160746e+52
3.4864228248102354, 2.791980129058215e+52
3.663106078785505, 3.219484600423666e+52
3.9076909961226107, 3.714067822590087e+52
4.084304785480632, 3.9905534144066454e+52
4.301763769781628, 4.768328774437459e+52
4.49199262412064, 5.308022383985073e+52
4.668606413478661, 5.703166409434827e+52
4.858870000126299, 6.577001829508648e+52
5.103350720537529, 6.824256535731794e+52
