"DATE","day","month","year","wday","TMAX","TMIN","PRCP","SNOW","SNWD","thunder"
2018-09-20,20,"Sep",2018,"Thu",75,63,0.43,NA,0,NA
2018-09-21,21,"Sep",2018,"Fri",89,68,0.02,0,0,NA
2018-09-22,22,"Sep",2018,"Sat",75,52,0,0,0,NA
2018-09-23,23,"Sep",2018,"Sun",66,46,0,0,0,NA
2018-09-24,24,"Sep",2018,"Mon",70,50,0,0,0,NA
2018-09-25,25,"Sep",2018,"Tue",74,62,0.02,0,0,NA
2018-09-26,26,"Sep",2018,"Wed",82,49,0.12,0,0,NA
2018-09-27,27,"Sep",2018,"Thu",67,44,0,0,0,NA
2018-09-28,28,"Sep",2018,"Fri",70,48,0,0,0,NA
2018-09-29,29,"Sep",2018,"Sat",60,38,0.11,0,0,NA
2018-09-30,30,"Sep",2018,"Sun",62,41,0.09,0,0,NA
2018-10-01,1,"Oct",2018,"Mon",60,54,0.27,0,0,NA
2018-10-02,2,"Oct",2018,"Tue",66,57,1.09,0,0,NA
2018-10-03,3,"Oct",2018,"Wed",65,57,0.01,0,0,NA
2018-10-04,4,"Oct",2018,"Thu",86,53,0,0,0,NA
2018-10-05,5,"Oct",2018,"Fri",58,50,0.42,0,0,NA
2018-10-06,6,"Oct",2018,"Sat",65,54,0.96,0,0,1
2018-10-07,7,"Oct",2018,"Sun",70,55,0.07,0,0,NA
2018-10-08,8,"Oct",2018,"Mon",67,56,0.39,0,0,NA
2018-10-09,9,"Oct",2018,"Tue",84,66,0,0,0,NA
2018-10-10,10,"Oct",2018,"Wed",85,69,0,0,0,NA
2018-10-11,11,"Oct",2018,"Thu",74,43,0.46,0,0,NA
2018-10-12,12,"Oct",2018,"Fri",51,35,0,0,0,NA
2018-10-13,13,"Oct",2018,"Sat",44,31,0,0,0,NA
2018-10-14,14,"Oct",2018,"Sun",54,33,0,0,0,NA
2018-10-15,15,"Oct",2018,"Mon",60,36,0.19,0,0,NA
2018-10-16,16,"Oct",2018,"Tue",48,33,0,0,0,NA
2018-10-17,17,"Oct",2018,"Wed",59,38,0,0,0,NA
2018-10-18,18,"Oct",2018,"Thu",51,29,0,0,0,NA
2018-10-19,19,"Oct",2018,"Fri",59,34,0,0,0,NA
2018-10-20,20,"Oct",2018,"Sat",54,43,0.06,0,0,NA
2018-10-21,21,"Oct",2018,"Sun",54,25,0,0,0,NA
2018-10-22,22,"Oct",2018,"Mon",50,28,0,0,0,NA
2018-10-23,23,"Oct",2018,"Tue",64,37,0,0,0,NA
2018-10-24,24,"Oct",2018,"Wed",53,34,0,0,0,NA
2018-10-25,25,"Oct",2018,"Thu",53,32,0,0,0,NA
2018-10-26,26,"Oct",2018,"Fri",55,36,0,0,0,NA
2018-10-27,27,"Oct",2018,"Sat",53,42,0,0,0,NA
2018-10-28,28,"Oct",2018,"Sun",54,40,0.11,0,0,NA
2018-10-29,29,"Oct",2018,"Mon",50,39,0.02,0,0,NA
2018-10-30,30,"Oct",2018,"Tue",55,43,0,0,0,NA
2018-10-31,31,"Oct",2018,"Wed",61,46,0.51,0,0,NA
2018-11-01,1,"Nov",2018,"Thu",59,45,0,0,0,NA
2018-11-02,2,"Nov",2018,"Fri",53,36,0,0,0,NA
2018-11-03,3,"Nov",2018,"Sat",51,30,0,0,0,NA
2018-11-04,4,"Nov",2018,"Sun",51,32,0.11,0,0,NA
2018-11-05,5,"Nov",2018,"Mon",52,43,0.43,0,0,NA
2018-11-06,6,"Nov",2018,"Tue",52,46,0.51,0,0,NA
2018-11-07,7,"Nov",2018,"Wed",48,35,0,0,0,NA
2018-11-08,8,"Nov",2018,"Thu",39,32,0,0,0,NA
2018-11-09,9,"Nov",2018,"Fri",41,31,0.1,0.6,1,NA
2018-11-10,10,"Nov",2018,"Sat",35,21,0,0,0,NA
2018-11-11,11,"Nov",2018,"Sun",35,22,0,0,0,NA
2018-11-12,12,"Nov",2018,"Mon",42,26,0,0,0,NA
2018-11-13,13,"Nov",2018,"Tue",35,18,0,0,0,NA
2018-11-14,14,"Nov",2018,"Wed",29,16,0,0,0,NA
2018-11-15,15,"Nov",2018,"Thu",35,24,0,0,0,NA
2018-11-16,16,"Nov",2018,"Fri",37,29,0.06,0,0,NA
2018-11-17,17,"Nov",2018,"Sat",40,31,0.05,0.5,0,NA
2018-11-18,18,"Nov",2018,"Sun",36,30,0.12,0,0,NA
2018-11-19,19,"Nov",2018,"Mon",38,23,0,0,0,NA
2018-11-20,20,"Nov",2018,"Tue",35,26,0,0,0,NA
2018-11-21,21,"Nov",2018,"Wed",38,29,0,0,0,NA
2018-11-22,22,"Nov",2018,"Thu",35,29,0.01,0.1,0,NA
2018-11-23,23,"Nov",2018,"Fri",39,34,0,0,0,NA
2018-11-24,24,"Nov",2018,"Sat",51,39,0.15,0,0,NA
2018-11-25,25,"Nov",2018,"Sun",48,38,0,0,0,NA
2018-11-26,26,"Nov",2018,"Mon",39,26,1.87,3.5,3,NA
2018-11-27,27,"Nov",2018,"Tue",27,22,0,0,3,NA
2018-11-28,28,"Nov",2018,"Wed",26,12,0,0,3,NA
2018-11-29,29,"Nov",2018,"Thu",30,19,0.06,1,4,NA
2018-11-30,30,"Nov",2018,"Fri",37,26,0,0,3,NA
2018-12-01,1,"Dec",2018,"Sat",43,27,0,0,2,NA
2018-12-02,2,"Dec",2018,"Sun",43,37,1.15,0,0,1
2018-12-03,3,"Dec",2018,"Mon",44,32,0.13,0,0,NA
2018-12-04,4,"Dec",2018,"Tue",35,29,0,0,0,NA
2018-12-05,5,"Dec",2018,"Wed",31,25,0,0,0,NA
2018-12-06,6,"Dec",2018,"Thu",32,25,0,0,0,NA
2018-12-07,7,"Dec",2018,"Fri",30,13,0,0,0,NA
2018-12-08,8,"Dec",2018,"Sat",27,15,0,0,0,NA
2018-12-09,9,"Dec",2018,"Sun",32,15,0,0,0,NA
2018-12-10,10,"Dec",2018,"Mon",34,14,0,0,0,NA
2018-12-11,11,"Dec",2018,"Tue",37,19,0,0,0,NA
2018-12-12,12,"Dec",2018,"Wed",38,26,0,0,0,NA
2018-12-13,13,"Dec",2018,"Thu",44,21,0,0,0,NA
2018-12-14,14,"Dec",2018,"Fri",43,25,0.19,0,0,NA
2018-12-15,15,"Dec",2018,"Sat",42,25,0,0,0,NA
2018-12-16,16,"Dec",2018,"Sun",45,24,0,0,0,NA
2018-12-17,17,"Dec",2018,"Mon",48,27,0,0,0,NA
2018-12-18,18,"Dec",2018,"Tue",41,21,0,0,0,NA
2018-12-19,19,"Dec",2018,"Wed",45,31,0,0,0,NA
2018-12-20,20,"Dec",2018,"Thu",51,38,0.02,0,0,NA
2018-12-21,21,"Dec",2018,"Fri",46,34,0.11,0,0,NA
2018-12-22,22,"Dec",2018,"Sat",34,28,0,0,0,NA
2018-12-23,23,"Dec",2018,"Sun",35,29,0,0,0,NA
2018-12-24,24,"Dec",2018,"Mon",40,23,0,0,0,NA
2018-12-25,25,"Dec",2018,"Tue",34,23,0,0,0,NA
2018-12-26,26,"Dec",2018,"Wed",46,23,0,0,0,NA
2018-12-27,27,"Dec",2018,"Thu",49,26,0,0,0,NA
2018-12-28,28,"Dec",2018,"Fri",54,37,0.47,0,0,NA
2018-12-29,29,"Dec",2018,"Sat",38,26,0.11,0.1,0,NA
2018-12-30,30,"Dec",2018,"Sun",31,19,0.03,0.3,0,NA
2018-12-31,31,"Dec",2018,"Mon",37,21,0.06,0,1,NA
